text,label
"Important notice Your assignment feedback is available on the portal, this afternoon — for the upcoming exam #455",normal
"Team update Get free vouchers when you complete this offer, right now — secure your bonus #28",spam
"Notice Claim your exclusive reward before it expires, before midnight — finish the registration #75",spam
"Action required Your assignment feedback is available on the portal, during the workshop — for the team discussion #15",normal
"Hello Your assignment feedback is available on the portal, this afternoon — for the upcoming exam #440",normal
"Hello Please review the updated project document before submission, this week — for the meeting #365",normal
"Action required Can we discuss the project requirements after class, this afternoon — for the meeting #205",normal
"Notice Claim your lottery winnings immediately, within 24 hours — claim it now #7",spam
"Quick update Your assignment feedback is available on the portal, this week — for the department review #253",normal
"Team update The department meeting is scheduled for tomorrow morning, during the workshop — for the project #342",normal
"Team update You are selected for a special bonus offer, before the deadline — verify your entry #274",spam
"Reminder Please submit the project report before Friday, today — for the department review #445",normal
"Hello The workshop registration closes at the end of the week, before the meeting — for the class activity #268",normal
"Dear student Claim your exclusive reward before it expires, today — confirm your eligibility #214",spam
"Quick update Win a brand new smartphone by entering now, before midnight — verify your entry #416",spam
"Please note You have won a surprise prize click to claim, for a limited period — activate the reward #342",spam
"Team update You are selected for a special bonus offer, while the offer lasts — secure your bonus #293",spam
"Hello Please submit the project report before Friday, tomorrow — for the upcoming exam #31",normal
"Good morning Your account qualifies for a limited time reward, before the deadline — redeem the offer #246",spam
"Please note Claim your exclusive reward before it expires, for a limited period — confirm your eligibility #288",spam
"Hello Get free vouchers when you complete this offer, before the deadline — collect your prize #181",spam
"Important notice The team meeting will begin at ten in the morning, today — for the assignment #225",normal
"Quick update The department meeting is scheduled for tomorrow morning, this afternoon — for the upcoming exam #437",normal
"Reminder The exam timetable has been released by the department, this afternoon — for the class activity #351",normal
"Dear student Get free vouchers when you complete this offer, while supplies last — finish the registration #166",spam
"Important notice Claim your exclusive reward before it expires, for a limited period — finish the registration #327",spam
"Notice You are selected for a special bonus offer, today — activate the reward #356",spam
"Please note Urgent you have been chosen for a cash reward, before the deadline — verify your entry #278",spam
"Hello Claim your lottery winnings immediately, right now — secure your bonus #258",spam
"Quick update The exam timetable has been released by the department, before submission — for the project #175",normal
"Good morning The workshop registration closes at the end of the week, before submission — for the laboratory #456",normal
"Team update The department meeting is scheduled for tomorrow morning, before submission — for the team discussion #97",normal
"Quick update Urgent you have been chosen for a cash reward, before the deadline — complete the form #68",spam
"Notice Please bring your notebook to the laboratory session, tomorrow — for the upcoming exam #7",normal
"Action required Exclusive offer receive your bonus gift today, before the deadline — confirm your eligibility #177",spam
"Please note Your presentation slides need to be submitted today, this afternoon — for the class activity #450",normal
"Reminder Congratulations you have won a free cash prize today, within 24 hours — confirm your eligibility #149",spam
"Dear student You are selected for a special bonus offer, while the offer lasts — secure your bonus #366",spam
"Notice Please bring your notebook to the laboratory session, today — for the assignment #285",normal
"Please note The team meeting will begin at ten in the morning, this week — for the presentation #202",normal
"Reminder Your presentation slides need to be submitted today, today — for the final submission #158",normal
"Reminder Urgent you have been chosen for a cash reward, for a limited period — confirm your eligibility #112",spam
"Quick update Can we discuss the project requirements after class, during the next session — for the class activity #60",normal
"Team update Please bring your notebook to the laboratory session, tomorrow — for the department review #307",normal
"Quick update Exclusive offer receive your bonus gift today, before midnight — collect your prize #378",spam
"Hello Claim your exclusive reward before it expires, before the deadline — confirm your eligibility #365",spam
"Team update Please bring your notebook to the laboratory session, today — for the assignment #85",normal
"Quick update The department meeting is scheduled for tomorrow morning, before Friday — for the meeting #327",normal
"Important notice Urgent you have been chosen for a cash reward, within 24 hours — finish the registration #360",spam
"Team update Your presentation slides need to be submitted today, before Friday — for the presentation #129",normal
"Please note The department meeting is scheduled for tomorrow morning, before submission — for the team discussion #446",normal
"Good morning The exam timetable has been released by the department, this afternoon — for the upcoming exam #166",normal
"Dear student The team meeting will begin at ten in the morning, tomorrow — for the final submission #470",normal
"Quick update Win a brand new smartphone by entering now, this week — collect your prize #359",spam
"Reminder The team meeting will begin at ten in the morning, this afternoon — for the final submission #213",normal
"Action required The team meeting will begin at ten in the morning, this week — for the meeting #430",normal
"Hello Congratulations you have won a free cash prize today, while supplies last — redeem the offer #71",spam
"Dear student Your account qualifies for a limited time reward, within 24 hours — finish the registration #496",spam
"Hello The workshop registration closes at the end of the week, tomorrow — for the department review #69",normal
"Please note Your presentation slides need to be submitted today, after class — for the presentation #288",normal
"Action required Win a brand new smartphone by entering now, before midnight — verify your entry #151",spam
"Quick update You are selected for a special bonus offer, within 24 hours — finish the registration #176",spam
"Good morning The exam timetable has been released by the department, before submission — for the assignment #482",normal
"Quick update The workshop registration closes at the end of the week, this afternoon — for the final submission #266",normal
"Team update Your account qualifies for a limited time reward, before midnight — complete the form #128",spam
"Action required Can we discuss the project requirements after class, after class — for the final submission #354",normal
"Action required Your account qualifies for a limited time reward, before midnight — activate the reward #477",spam
"Quick update Your presentation slides need to be submitted today, after class — for the class activity #50",normal
"Please note Your assignment feedback is available on the portal, this afternoon — for the presentation #326",normal
"Team update Your account qualifies for a limited time reward, for a limited period — complete the form #197",spam
"Quick update Your assignment feedback is available on the portal, before submission — for the department review #42",normal
"Important notice Exclusive offer receive your bonus gift today, during this promotion — complete the form #497",spam
"Reminder Can we discuss the project requirements after class, during the workshop — for the department review #185",normal
"Quick update The department meeting is scheduled for tomorrow morning, tomorrow — for the upcoming exam #108",normal
"Notice Win a brand new smartphone by entering now, today — claim it now #311",spam
"Team update The department meeting is scheduled for tomorrow morning, before Friday — for the presentation #402",normal
"Team update Please bring your notebook to the laboratory session, after class — for the upcoming exam #145",normal
"Hello Your account qualifies for a limited time reward, today — secure your bonus #199",spam
"Dear student Exclusive offer receive your bonus gift today, while supplies last — finish the registration #54",spam
"Hello The team meeting will begin at ten in the morning, during the workshop — for the final submission #460",normal
"Action required Claim your lottery winnings immediately, within 24 hours — confirm your eligibility #418",spam
"Quick update Urgent you have been chosen for a cash reward, this week — confirm your eligibility #375",spam
"Please note Your account qualifies for a limited time reward, while supplies last — follow the instructions #89",spam
"Important notice Get free vouchers when you complete this offer, before midnight — redeem the offer #297",spam
"Please note Your presentation slides need to be submitted today, today — for the department review #101",normal
"Team update The workshop registration closes at the end of the week, before Friday — for the project #63",normal
"Good morning Please review the updated project document before submission, tomorrow — for the final submission #273",normal
"Quick update You are selected for a special bonus offer, for a limited period — confirm your eligibility #472",spam
"Quick update Claim your exclusive reward before it expires, while the offer lasts — verify your entry #400",spam
"Reminder The exam timetable has been released by the department, this week — for the upcoming exam #22",normal
"Dear student Congratulations you have won a free cash prize today, before the deadline — secure your bonus #474",spam
"Team update Urgent you have been chosen for a cash reward, while supplies last — secure your bonus #248",spam
"Good morning Your account qualifies for a limited time reward, this week — complete the form #300",spam
"Please note Congratulations you have won a free cash prize today, before the deadline — complete the form #430",spam
"Important notice Claim your lottery winnings immediately, before the deadline — verify your entry #222",spam
"Important notice Claim your lottery winnings immediately, for a limited period — collect your prize #479",spam
"Please note Can we discuss the project requirements after class, before submission — for the project #454",normal
"Dear student Claim your lottery winnings immediately, within 24 hours — complete the form #25",spam
"Important notice You are selected for a special bonus offer, during this promotion — activate the reward #377",spam
"Important notice You are selected for a special bonus offer, while supplies last — confirm your eligibility #272",spam
"Please note Your assignment feedback is available on the portal, before the meeting — for the upcoming exam #481",normal
"Good morning Win a brand new smartphone by entering now, today — collect your prize #256",spam
"Important notice Please review the updated project document before submission, during the workshop — for the team discussion #92",normal
"Please note Win a brand new smartphone by entering now, before midnight — claim it now #69",spam
"Notice The workshop registration closes at the end of the week, this afternoon — for the assignment #222",normal
"Please note Please review the updated project document before submission, today — for the presentation #313",normal
"Team update Can we discuss the project requirements after class, this afternoon — for the upcoming exam #428",normal
"Important notice Urgent you have been chosen for a cash reward, for a limited period — complete the form #338",spam
"Please note Get free vouchers when you complete this offer, for a limited period — activate the reward #235",spam
"Reminder Claim your lottery winnings immediately, while the offer lasts — collect your prize #231",spam
"Dear student Get free vouchers when you complete this offer, before the deadline — redeem the offer #457",spam
"Quick update Claim your lottery winnings immediately, during this promotion — finish the registration #396",spam
"Team update Claim your exclusive reward before it expires, right now — confirm your eligibility #64",spam
"Notice Your assignment feedback is available on the portal, this afternoon — for the meeting #369",normal
"Action required Can we discuss the project requirements after class, during the next session — for the assignment #459",normal
"Please note Your presentation slides need to be submitted today, this afternoon — for the department review #216",normal
"Hello Congratulations you have won a free cash prize today, before the deadline — confirm your eligibility #325",spam
"Team update The exam timetable has been released by the department, this afternoon — for the laboratory #368",normal
"Team update Get free vouchers when you complete this offer, before the deadline — confirm your eligibility #24",spam
"Action required Win a brand new smartphone by entering now, for a limited period — claim it now #425",spam
"Notice Your presentation slides need to be submitted today, tomorrow — for the upcoming exam #340",normal
"Notice The department meeting is scheduled for tomorrow morning, this afternoon — for the class activity #363",normal
"Please note Please bring your notebook to the laboratory session, this afternoon — for the upcoming exam #295",normal
"Hello Please submit the project report before Friday, before Friday — for the project #343",normal
"Notice Your account qualifies for a limited time reward, while supplies last — verify your entry #221",spam
"Good morning Your account qualifies for a limited time reward, right now — finish the registration #403",spam
"Reminder You have won a surprise prize click to claim, before the deadline — redeem the offer #124",spam
"Action required The team meeting will begin at ten in the morning, this week — for the team discussion #261",normal
"Notice Congratulations you have won a free cash prize today, within 24 hours — redeem the offer #201",spam
"Good morning You are selected for a special bonus offer, right now — activate the reward #261",spam
"Please note Claim your exclusive reward before it expires, right now — finish the registration #110",spam
"Notice The department meeting is scheduled for tomorrow morning, during the next session — for the laboratory #187",normal
"Action required The team meeting will begin at ten in the morning, this week — for the upcoming exam #431",normal
"Hello The department meeting is scheduled for tomorrow morning, tomorrow — for the team discussion #5",normal
"Quick update The team meeting will begin at ten in the morning, during the workshop — for the team discussion #260",normal
"Team update Your assignment feedback is available on the portal, during the next session — for the assignment #311",normal
"Notice Please review the updated project document before submission, after class — for the department review #196",normal
"Hello Your presentation slides need to be submitted today, today — for the upcoming exam #300",normal
"Team update You have won a surprise prize click to claim, this week — redeem the offer #299",spam
"Team update The workshop registration closes at the end of the week, this afternoon — for the team discussion #379",normal
"Good morning Can we discuss the project requirements after class, during the workshop — for the final submission #46",normal
"Hello The department meeting is scheduled for tomorrow morning, during the next session — for the project #434",normal
"Dear student The department meeting is scheduled for tomorrow morning, this afternoon — for the project #380",normal
"Good morning Your assignment feedback is available on the portal, before Friday — for the class activity #394",normal
"Notice Please bring your notebook to the laboratory session, before Friday — for the project #399",normal
"Reminder Congratulations you have won a free cash prize today, while supplies last — confirm your eligibility #464",spam
"Good morning Please bring your notebook to the laboratory session, tomorrow — for the department review #45",normal
"Quick update Claim your lottery winnings immediately, right now — finish the registration #485",spam
"Hello Your presentation slides need to be submitted today, after class — for the laboratory #489",normal
"Quick update Get free vouchers when you complete this offer, right now — claim it now #466",spam
"Team update Please submit the project report before Friday, before Friday — for the final submission #173",normal
"Please note The workshop registration closes at the end of the week, this afternoon — for the presentation #87",normal
"Reminder Claim your lottery winnings immediately, this week — confirm your eligibility #373",spam
"Dear student Congratulations you have won a free cash prize today, right now — finish the registration #350",spam
"Please note Your assignment feedback is available on the portal, during the next session — for the presentation #200",normal
"Team update Win a brand new smartphone by entering now, within 24 hours — activate the reward #212",spam
"Important notice Please submit the project report before Friday, this week — for the meeting #21",normal
"Team update Get free vouchers when you complete this offer, right now — finish the registration #312",spam
"Quick update Claim your lottery winnings immediately, while the offer lasts — secure your bonus #94",spam
"Hello Claim your exclusive reward before it expires, within 24 hours — follow the instructions #1",spam
"Dear student Please review the updated project document before submission, this week — for the presentation #420",normal
"Dear student Claim your exclusive reward before it expires, within 24 hours — redeem the offer #423",spam
"Notice Please review the updated project document before submission, before Friday — for the presentation #391",normal
"Hello The department meeting is scheduled for tomorrow morning, before submission — for the assignment #321",normal
"Dear student The exam timetable has been released by the department, during the next session — for the assignment #294",normal
"Reminder The department meeting is scheduled for tomorrow morning, during the workshop — for the assignment #195",normal
"Quick update Urgent you have been chosen for a cash reward, today — verify your entry #122",spam
"Please note Your assignment feedback is available on the portal, this afternoon — for the final submission #341",normal
"Quick update Get free vouchers when you complete this offer, within 24 hours — activate the reward #458",spam
"Action required The exam timetable has been released by the department, before Friday — for the meeting #11",normal
"Good morning Can we discuss the project requirements after class, during the next session — for the project #315",normal
"Important notice Urgent you have been chosen for a cash reward, while the offer lasts — finish the registration #459",spam
"Action required The team meeting will begin at ten in the morning, after class — for the meeting #418",normal
"Hello Please review the updated project document before submission, tomorrow — for the laboratory #487",normal
"Action required Congratulations you have won a free cash prize today, while supplies last — finish the registration #81",spam
"Team update The team meeting will begin at ten in the morning, this week — for the laboratory #287",normal
"Notice You are selected for a special bonus offer, right now — redeem the offer #413",spam
"Hello Congratulations you have won a free cash prize today, for a limited period — verify your entry #388",spam
"Good morning The department meeting is scheduled for tomorrow morning, after class — for the team discussion #64",normal
"Dear student The team meeting will begin at ten in the morning, before submission — for the department review #439",normal
"Hello The workshop registration closes at the end of the week, before Friday — for the final submission #403",normal
"Reminder Please bring your notebook to the laboratory session, tomorrow — for the presentation #494",normal
"Notice Win a brand new smartphone by entering now, within 24 hours — complete the form #285",spam
"Reminder The exam timetable has been released by the department, before submission — for the laboratory #209",normal
"Important notice Can we discuss the project requirements after class, today — for the department review #443",normal
"Notice You have won a surprise prize click to claim, during this promotion — collect your prize #329",spam
"Good morning Can we discuss the project requirements after class, during the next session — for the team discussion #4",normal
"Please note The department meeting is scheduled for tomorrow morning, this week — for the team discussion #449",normal
"Team update You have won a surprise prize click to claim, this week — verify your entry #170",spam
"Reminder Please bring your notebook to the laboratory session, this week — for the meeting #8",normal
"Dear student Your account qualifies for a limited time reward, right now — collect your prize #481",spam
"Team update Can we discuss the project requirements after class, before submission — for the upcoming exam #18",normal
"Hello Exclusive offer receive your bonus gift today, for a limited period — follow the instructions #161",spam
"Quick update Claim your lottery winnings immediately, this week — confirm your eligibility #12",spam
"Important notice The team meeting will begin at ten in the morning, before the meeting — for the presentation #350",normal
"Notice Please bring your notebook to the laboratory session, during the workshop — for the upcoming exam #397",normal
"Reminder The team meeting will begin at ten in the morning, this afternoon — for the final submission #382",normal
"Good morning The team meeting will begin at ten in the morning, during the workshop — for the class activity #131",normal
"Important notice You have won a surprise prize click to claim, today — complete the form #355",spam
"Notice The workshop registration closes at the end of the week, before submission — for the meeting #461",normal
"Quick update Please bring your notebook to the laboratory session, before submission — for the meeting #289",normal
"Action required Urgent you have been chosen for a cash reward, today — confirm your eligibility #444",spam
"Action required The department meeting is scheduled for tomorrow morning, before submission — for the final submission #331",normal
"Important notice Please bring your notebook to the laboratory session, this afternoon — for the project #190",normal
"Quick update Your presentation slides need to be submitted today, before the meeting — for the meeting #32",normal
"Notice You have won a surprise prize click to claim, during this promotion — claim it now #347",spam
"Quick update Your assignment feedback is available on the portal, tomorrow — for the team discussion #256",normal
"Good morning The team meeting will begin at ten in the morning, during the workshop — for the upcoming exam #79",normal
"Notice Please review the updated project document before submission, before the meeting — for the project #438",normal
"Reminder Please bring your notebook to the laboratory session, this afternoon — for the department review #38",normal
"Quick update Claim your exclusive reward before it expires, within 24 hours — finish the registration #13",spam
"Quick update Get free vouchers when you complete this offer, while supplies last — activate the reward #322",spam
"Action required The exam timetable has been released by the department, before the meeting — for the presentation #453",normal
"Action required Claim your lottery winnings immediately, before midnight — confirm your eligibility #65",spam
"Team update Claim your exclusive reward before it expires, before midnight — activate the reward #48",spam
"Please note Get free vouchers when you complete this offer, during this promotion — confirm your eligibility #452",spam
"Quick update Claim your exclusive reward before it expires, this week — verify your entry #422",spam
"Good morning Please bring your notebook to the laboratory session, this week — for the meeting #127",normal
"Notice The team meeting will begin at ten in the morning, this afternoon — for the upcoming exam #416",normal
"Quick update Your assignment feedback is available on the portal, during the next session — for the laboratory #120",normal
"Action required Exclusive offer receive your bonus gift today, today — secure your bonus #134",spam
"Dear student You are selected for a special bonus offer, while the offer lasts — finish the registration #30",spam
"Dear student Your presentation slides need to be submitted today, this afternoon — for the final submission #262",normal
"Important notice Claim your exclusive reward before it expires, while supplies last — finish the registration #389",spam
"Action required Please bring your notebook to the laboratory session, during the workshop — for the team discussion #396",normal
"Please note The exam timetable has been released by the department, after class — for the class activity #143",normal
"Please note Your presentation slides need to be submitted today, after class — for the presentation #83",normal
"Please note Claim your exclusive reward before it expires, before midnight — secure your bonus #495",spam
"Hello Your presentation slides need to be submitted today, during the next session — for the department review #105",normal
"Please note The department meeting is scheduled for tomorrow morning, today — for the department review #495",normal
"Good morning Win a brand new smartphone by entering now, for a limited period — verify your entry #107",spam
"Dear student Win a brand new smartphone by entering now, before the deadline — activate the reward #164",spam
"Dear student Urgent you have been chosen for a cash reward, within 24 hours — redeem the offer #61",spam
"Quick update Claim your lottery winnings immediately, during this promotion — finish the registration #136",spam
"Reminder Win a brand new smartphone by entering now, while the offer lasts — activate the reward #116",spam
"Important notice You have won a surprise prize click to claim, while supplies last — claim it now #171",spam
"Hello Claim your exclusive reward before it expires, within 24 hours — follow the instructions #432",spam
"Dear student Get free vouchers when you complete this offer, during this promotion — finish the registration #490",spam
"Hello You are selected for a special bonus offer, before midnight — redeem the offer #395",spam
"Good morning Win a brand new smartphone by entering now, before the deadline — activate the reward #279",spam
"Action required The workshop registration closes at the end of the week, today — for the final submission #468",normal
"Quick update Claim your exclusive reward before it expires, during this promotion — secure your bonus #410",spam
"Reminder Congratulations you have won a free cash prize today, while supplies last — complete the form #411",spam
"Team update The department meeting is scheduled for tomorrow morning, before the meeting — for the meeting #384",normal
"Reminder The department meeting is scheduled for tomorrow morning, this afternoon — for the project #385",normal
"Team update The exam timetable has been released by the department, during the workshop — for the presentation #264",normal
"Action required Claim your lottery winnings immediately, while supplies last — finish the registration #382",spam
"Hello Exclusive offer receive your bonus gift today, for a limited period — finish the registration #96",spam
"Please note Claim your lottery winnings immediately, today — redeem the offer #275",spam
"Quick update Please review the updated project document before submission, before Friday — for the team discussion #137",normal
"Action required Claim your lottery winnings immediately, right now — complete the form #449",spam
"Notice Can we discuss the project requirements after class, after class — for the upcoming exam #405",normal
"Important notice Claim your exclusive reward before it expires, this week — activate the reward #337",spam
"Hello The exam timetable has been released by the department, before the meeting — for the class activity #400",normal
"Please note Win a brand new smartphone by entering now, for a limited period — collect your prize #142",spam
"Notice Can we discuss the project requirements after class, during the workshop — for the meeting #214",normal
"Good morning Can we discuss the project requirements after class, this afternoon — for the assignment #297",normal
"Please note Congratulations you have won a free cash prize today, for a limited period — claim it now #98",spam
"Reminder Your presentation slides need to be submitted today, this week — for the team discussion #228",normal
"Action required Claim your exclusive reward before it expires, while supplies last — secure your bonus #437",spam
"Please note Please submit the project report before Friday, tomorrow — for the assignment #332",normal
"Action required Congratulations you have won a free cash prize today, this week — collect your prize #369",spam
"Team update Your assignment feedback is available on the portal, before Friday — for the project #274",normal
"Please note Please submit the project report before Friday, before the meeting — for the team discussion #184",normal
"Please note Claim your exclusive reward before it expires, before the deadline — follow the instructions #179",spam
"Team update Urgent you have been chosen for a cash reward, within 24 hours — complete the form #103",spam
"Reminder Congratulations you have won a free cash prize today, this week — secure your bonus #52",spam
"Action required Your account qualifies for a limited time reward, before midnight — finish the registration #476",spam
"Notice Urgent you have been chosen for a cash reward, right now — complete the form #271",spam
"Good morning Exclusive offer receive your bonus gift today, while supplies last — complete the form #304",spam
"Important notice You are selected for a special bonus offer, before midnight — collect your prize #468",spam
"Good morning Claim your lottery winnings immediately, today — follow the instructions #237",spam
"Quick update Please submit the project report before Friday, during the workshop — for the department review #160",normal
"Important notice Urgent you have been chosen for a cash reward, for a limited period — secure your bonus #263",spam
"Reminder Your presentation slides need to be submitted today, tomorrow — for the department review #210",normal
"Notice Urgent you have been chosen for a cash reward, while supplies last — secure your bonus #77",spam
"Team update Can we discuss the project requirements after class, tomorrow — for the project #463",normal
"Dear student Get free vouchers when you complete this offer, within 24 hours — complete the form #93",spam
"Good morning Get free vouchers when you complete this offer, right now — redeem the offer #153",spam
"Action required The team meeting will begin at ten in the morning, before the meeting — for the laboratory #6",normal
"Notice Please bring your notebook to the laboratory session, before Friday — for the laboratory #88",normal
"Team update You have won a surprise prize click to claim, within 24 hours — claim it now #114",spam
"Team update Please submit the project report before Friday, tomorrow — for the laboratory #381",normal
"Notice Get free vouchers when you complete this offer, before midnight — activate the reward #14",spam
"Notice Claim your exclusive reward before it expires, while the offer lasts — claim it now #3",spam
"Important notice Claim your lottery winnings immediately, today — finish the registration #241",spam
"Hello Exclusive offer receive your bonus gift today, while supplies last — secure your bonus #339",spam
"Dear student Your account qualifies for a limited time reward, right now — collect your prize #493",spam
"Team update You are selected for a special bonus offer, right now — secure your bonus #213",spam
"Quick update Please bring your notebook to the laboratory session, during the workshop — for the assignment #9",normal
"Team update Please review the updated project document before submission, before Friday — for the project #62",normal
"Team update Your account qualifies for a limited time reward, today — follow the instructions #41",spam
"Team update You have won a surprise prize click to claim, before the deadline — verify your entry #165",spam
"Reminder Please bring your notebook to the laboratory session, tomorrow — for the assignment #426",normal
"Action required The exam timetable has been released by the department, this afternoon — for the laboratory #480",normal
"Quick update Win a brand new smartphone by entering now, during this promotion — collect your prize #367",spam
"Quick update Claim your exclusive reward before it expires, while the offer lasts — finish the registration #207",spam
"Quick update The workshop registration closes at the end of the week, during the workshop — for the team discussion #36",normal
"Dear student Urgent you have been chosen for a cash reward, before midnight — secure your bonus #270",spam
"Team update The department meeting is scheduled for tomorrow morning, this week — for the assignment #302",normal
"Dear student Your presentation slides need to be submitted today, tomorrow — for the final submission #499",normal
"Good morning Claim your exclusive reward before it expires, before the deadline — activate the reward #204",spam
"Action required Please bring your notebook to the laboratory session, today — for the presentation #427",normal
"Quick update Urgent you have been chosen for a cash reward, for a limited period — claim it now #109",spam
"Notice Get free vouchers when you complete this offer, for a limited period — activate the reward #117",spam
"Notice Your assignment feedback is available on the portal, during the next session — for the upcoming exam #465",normal
"Reminder The team meeting will begin at ten in the morning, after class — for the team discussion #367",normal
"Reminder Can we discuss the project requirements after class, this afternoon — for the team discussion #133",normal
"Notice Your presentation slides need to be submitted today, before submission — for the team discussion #474",normal
"Please note Claim your exclusive reward before it expires, for a limited period — secure your bonus #108",spam
"Notice Can we discuss the project requirements after class, this afternoon — for the team discussion #424",normal
"Important notice Please bring your notebook to the laboratory session, during the workshop — for the project #348",normal
"Reminder Please review the updated project document before submission, before submission — for the final submission #121",normal
"Reminder Can we discuss the project requirements after class, during the next session — for the project #138",normal
"Reminder Claim your lottery winnings immediately, while supplies last — verify your entry #277",spam
"Important notice Please bring your notebook to the laboratory session, before the meeting — for the assignment #271",normal
"Good morning Please bring your notebook to the laboratory session, during the next session — for the department review #473",normal
"Good morning Claim your exclusive reward before it expires, today — redeem the offer #104",spam
"Important notice Your presentation slides need to be submitted today, before the meeting — for the team discussion #234",normal
"Reminder Can we discuss the project requirements after class, tomorrow — for the assignment #375",normal
"Hello Get free vouchers when you complete this offer, while the offer lasts — verify your entry #309",spam
"Good morning Claim your exclusive reward before it expires, this week — collect your prize #10",spam
"Hello The team meeting will begin at ten in the morning, before submission — for the laboratory #146",normal
"Notice Can we discuss the project requirements after class, before Friday — for the project #410",normal
"Reminder Can we discuss the project requirements after class, this week — for the presentation #212",normal
"Hello You have won a surprise prize click to claim, while supplies last — activate the reward #211",spam
"Hello You are selected for a special bonus offer, within 24 hours — confirm your eligibility #157",spam
"Action required The department meeting is scheduled for tomorrow morning, before submission — for the team discussion #219",normal
"Important notice Claim your exclusive reward before it expires, within 24 hours — confirm your eligibility #486",spam
"Good morning The workshop registration closes at the end of the week, tomorrow — for the class activity #486",normal
"Dear student The exam timetable has been released by the department, this afternoon — for the final submission #61",normal
"Notice Please bring your notebook to the laboratory session, this week — for the final submission #247",normal
"Good morning Exclusive offer receive your bonus gift today, before the deadline — finish the registration #390",spam
"Please note Get free vouchers when you complete this offer, this week — collect your prize #455",spam
"Team update Get free vouchers when you complete this offer, while the offer lasts — activate the reward #427",spam
"Good morning Get free vouchers when you complete this offer, within 24 hours — secure your bonus #119",spam
"Good morning Please review the updated project document before submission, after class — for the team discussion #207",normal
"Important notice Please bring your notebook to the laboratory session, during the next session — for the project #235",normal
"Team update Exclusive offer receive your bonus gift today, for a limited period — claim it now #21",spam
"Action required The workshop registration closes at the end of the week, today — for the project #170",normal
"Action required The department meeting is scheduled for tomorrow morning, tomorrow — for the meeting #462",normal
"Dear student The exam timetable has been released by the department, before submission — for the laboratory #178",normal
"Team update Your assignment feedback is available on the portal, during the workshop — for the meeting #237",normal
"Quick update The team meeting will begin at ten in the morning, after class — for the presentation #467",normal
"Notice Win a brand new smartphone by entering now, before midnight — claim it now #50",spam
"Reminder Please submit the project report before Friday, during the next session — for the presentation #479",normal
"Hello Your presentation slides need to be submitted today, this afternoon — for the project #409",normal
"Please note Claim your lottery winnings immediately, for a limited period — finish the registration #262",spam
"Hello The workshop registration closes at the end of the week, this week — for the class activity #457",normal
"Action required Claim your lottery winnings immediately, within 24 hours — verify your entry #385",spam
"Dear student Please review the updated project document before submission, before submission — for the laboratory #407",normal
"Action required The team meeting will begin at ten in the morning, before submission — for the laboratory #167",normal
"Dear student The team meeting will begin at ten in the morning, after class — for the department review #451",normal
"Reminder Your account qualifies for a limited time reward, before midnight — collect your prize #376",spam
"Reminder You have won a surprise prize click to claim, this week — follow the instructions #127",spam
"Action required Urgent you have been chosen for a cash reward, this week — confirm your eligibility #174",spam
"Good morning The department meeting is scheduled for tomorrow morning, during the workshop — for the team discussion #17",normal
"Quick update The department meeting is scheduled for tomorrow morning, today — for the assignment #104",normal
"Important notice Your account qualifies for a limited time reward, before midnight — finish the registration #23",spam
"Action required Please review the updated project document before submission, after class — for the project #290",normal
"Important notice Claim your lottery winnings immediately, before midnight — verify your entry #217",spam
"Important notice Win a brand new smartphone by entering now, before the deadline — complete the form #135",spam
"Reminder Please bring your notebook to the laboratory session, before Friday — for the team discussion #245",normal
"Good morning You have won a surprise prize click to claim, before the deadline — activate the reward #230",spam
"Hello Exclusive offer receive your bonus gift today, before the deadline — activate the reward #234",spam
"Action required You are selected for a special bonus offer, while the offer lasts — verify your entry #20",spam
"Dear student The department meeting is scheduled for tomorrow morning, this afternoon — for the final submission #309",normal
"Good morning Urgent you have been chosen for a cash reward, before midnight — activate the reward #169",spam
"Important notice Can we discuss the project requirements after class, today — for the laboratory #447",normal
"Reminder The team meeting will begin at ten in the morning, tomorrow — for the meeting #404",normal
"Good morning Your assignment feedback is available on the portal, before submission — for the department review #319",normal
"Reminder Can we discuss the project requirements after class, before Friday — for the department review #346",normal
"Quick update Urgent you have been chosen for a cash reward, before the deadline — complete the form #138",spam
"Action required Can we discuss the project requirements after class, before submission — for the final submission #204",normal
"Quick update Can we discuss the project requirements after class, before submission — for the final submission #312",normal
"Team update You have won a surprise prize click to claim, while the offer lasts — secure your bonus #346",spam
"Please note Please review the updated project document before submission, before the meeting — for the project #37",normal
"Please note Please submit the project report before Friday, before the meeting — for the class activity #111",normal
"Quick update Please review the updated project document before submission, tomorrow — for the upcoming exam #33",normal
"Please note The department meeting is scheduled for tomorrow morning, before the meeting — for the class activity #246",normal
"Notice You are selected for a special bonus offer, before the deadline — claim it now #467",spam
"Notice Congratulations you have won a free cash prize today, during this promotion — collect your prize #298",spam
"Hello Your presentation slides need to be submitted today, after class — for the laboratory #352",normal
"Action required Get free vouchers when you complete this offer, during this promotion — redeem the offer #47",spam
"Please note Urgent you have been chosen for a cash reward, before the deadline — verify your entry #67",spam
"Quick update Get free vouchers when you complete this offer, while the offer lasts — collect your prize #172",spam
"Team update You have won a surprise prize click to claim, before midnight — collect your prize #314",spam
"Hello The department meeting is scheduled for tomorrow morning, this week — for the upcoming exam #103",normal
"Please note Your presentation slides need to be submitted today, before the meeting — for the project #16",normal
